customer_city,payment_type,count
nova londrina,credit_card,6
marmeleiro,credit_card,6
nova russas,credit_card,6
pirangi,credit_card,6
querencia,credit_card,6
poco fundo,credit_card,6
jaragua,credit_card,6
mirai,credit_card,6
jaru,credit_card,6
rolante,credit_card,6
ibia,credit_card,6
esperanca,credit_card,6
paicandu,credit_card,6
pontal,credit_card,6
jaguare,credit_card,6
ruy barbosa,credit_card,6
rubiataba,credit_card,6
estancia,credit_card,6
mata verde,credit_card,6
palmares,credit_card,6
estiva gerbi,credit_card,6
prata,credit_card,6
presidente bernardes,credit_card,6
mar de espanha,credit_card,6
missal,credit_card,6
planaltina,credit_card,6
presidente getulio,credit_card,6
itai,credit_card,6
herval d'oeste,credit_card,6
mostardas,credit_card,6
barra do corda,credit_card,6
torrinha,credit_card,6
barreiros,credit_card,6
bananal,credit_card,6
baixo guandu,credit_card,6
baependi,credit_card,6
bady bassitt,credit_card,6
terra rica,credit_card,6
astorga,credit_card,6
assai,credit_card,6
coribe,credit_card,6
tocantinopolis,credit_card,6
areado,credit_card,6
arapoti,credit_card,6
alto paraiso de goias,credit_card,6
tres passos,credit_card,6
apiuna,credit_card,6
apiaca,credit_card,6
ubaira,credit_card,6
cristalina,credit_card,6
anicuns,credit_card,6
cruz,credit_card,6
santa teresa,credit_card,6
urupes,credit_card,6
urussanga,credit_card,6
currais novos,credit_card,6
comendador levy gasparian,credit_card,6
sao domingos,credit_card,6
colorado,credit_card,6
taguatinga,credit_card,6
capinopolis,credit_card,6
carmo do rio claro,credit_card,6
campo formoso,credit_card,6
sao jose do norte,credit_card,6
sapucaia,credit_card,6
cambuci,credit_card,6
camanducaia,credit_card,6
camacan,credit_card,6
california da barra,credit_card,6
catende,credit_card,6
catole do rocha,credit_card,6
sao joaquim de bicas,credit_card,6
ceres,credit_card,6
santa branca,credit_card,6
cabedelo,credit_card,6
serra talhada,credit_card,6
silvania,credit_card,6
chapadao do sul,credit_card,6
simao dias,credit_card,6
braganca,credit_card,6
sumidouro,credit_card,6
sao gabriel do oeste,credit_card,6
bilac,credit_card,6
alvares machado,credit_card,6
carai,credit_card,6
acopiara,credit_card,6
santa juliana,credit_card,6
alcinopolis,credit_card,6
acreuna,credit_card,6
afogados da ingazeira,credit_card,6
abelardo luz,credit_card,6
xinguara,credit_card,6
acailandia,credit_card,6
presidente olegario,credit_card,5
catanduvas,credit_card,5
garuva,credit_card,5
barcarena,credit_card,5
itaipulandia,credit_card,5
general carneiro,credit_card,5
santa cruz das palmeiras,credit_card,5
bananeiras,credit_card,5
piracanjuba,credit_card,5
conceicao do araguaia,credit_card,5
sao bento do una,credit_card,5
taquaritinga do norte,credit_card,5
barra do ribeiro,credit_card,5
caldas,credit_card,5
joviania,credit_card,5
nazare paulista,credit_card,5
riachao do jacuipe,credit_card,5
iacanga,credit_card,5
parapua,credit_card,5
itaiopolis,credit_card,5
joao lisboa,credit_card,5
nepomuceno,credit_card,5
vila valerio,credit_card,5
laurentino,credit_card,5
rio branco do sul,credit_card,5
sao jose do cedro,credit_card,5
santo cristo,credit_card,5
santo estevao,credit_card,5
frei inocencio,credit_card,5
cambuquira,credit_card,5
itacare,credit_card,5
divinolandia,credit_card,5
encruzilhada do sul,credit_card,5
confresa,credit_card,5
teotonio vilela,credit_card,5
encantado,credit_card,5
piranguinho,credit_card,5
sao jose do calcado,credit_card,5
santa cruz cabralia,credit_card,5
pirai do sul,credit_card,5
paraipaba,credit_card,5
cajobi,credit_card,5
horizonte,credit_card,5
horizontina,credit_card,5
sao joao dos patos,credit_card,5
butia,credit_card,5
jaguaribe,credit_card,5
rafard,credit_card,5
jaguarao,credit_card,5
sao jeronimo,credit_card,5
itapui,credit_card,5
cidade ocidental,credit_card,5
sousa,credit_card,5
bom principio,credit_card,5
itapuranga,credit_card,5
perdizes,credit_card,5
ivoti,credit_card,5
sobradinho,credit_card,5
itaqui,credit_card,5
guarani,credit_card,5
brasilia de minas,credit_card,5
brazopolis,credit_card,5
muzambinho,credit_card,5
chapadao do ceu,credit_card,5
bom conselho,credit_card,5
surubim,credit_card,5
goianira,credit_card,5
cocal,credit_card,5
tiangua,credit_card,5
pinheiro machado,credit_card,5
goiatuba,credit_card,5
sao domingos do norte,credit_card,5
itamonte,credit_card,5
sao jose da barra,credit_card,5
jesuania,credit_card,5
itaobim,credit_card,5
benedito novo,credit_card,5
grajau,credit_card,5
cacapava do sul,credit_card,5
granja,credit_card,5
paulo frontin,credit_card,5
gravata,credit_card,5
codo,credit_card,5
quedas do iguacu,credit_card,5
pecanha,credit_card,5
sao joao evangelista,credit_card,5
bocaina,credit_card,5
lauro muller,credit_card,5
morro da fumaca,credit_card,5
palmitinho,credit_card,5
uruara,credit_card,5
andorinha,credit_card,5
carlopolis,credit_card,5
angatuba,credit_card,5
novo progresso,credit_card,5
una,credit_card,5
igarapava,credit_card,5
crixas,credit_card,5
feira nova,credit_card,5
cristina,credit_card,5
ubirata,credit_card,5
porto nacional,credit_card,5
cassia,credit_card,5
carmo da mata,credit_card,5
santa albertina,credit_card,5
sao romao,credit_card,5
tupi paulista,credit_card,5
mallet,credit_card,5
aparecida do taboado,credit_card,5
rio pomba,credit_card,5
urbano santos,credit_card,5
inhambupe,credit_card,5
diamantino,credit_card,5
sales,credit_card,5
espigao do oeste,credit_card,5
sabinopolis,credit_card,5
dores do indaia,credit_card,5
esplanada,credit_card,5
espumoso,credit_card,5
capim grosso,credit_card,5
custodia,credit_card,5
santa quiteria,credit_card,5
sao miguel do guama,credit_card,5
pontal do parana,credit_card,5
porteirinha,credit_card,5
amambai,credit_card,5
nova santa rita,credit_card,5
rondon do para,credit_card,5
nova esperanca,credit_card,5
caninde,credit_card,5
marilandia,credit_card,5
nova trento,credit_card,5
rolim de moura,credit_card,5
malacacheta,credit_card,5
ipanema,credit_card,5
canavieiras,credit_card,5
engenheiro paulo de frontin,credit_card,5
alfredo chaves,credit_card,5
toritama,credit_card,5
araujos,credit_card,5
piratuba,credit_card,5
tombos,credit_card,5
cosmorama,credit_card,5
dianopolis,credit_card,5
rio largo,credit_card,5
santa cruz,credit_card,5
campinorte,credit_card,5
campo ere,credit_card,5
tres cachoeiras,credit_card,5
tres coroas,credit_card,5
itabera,credit_card,5
paco do lumiar,credit_card,5
aracoiaba,credit_card,5
ortigueira,credit_card,5
casca,credit_card,5
timburi,credit_card,5
itaberai,credit_card,5
rio pardo,credit_card,5
sertania,credit_card,4
cameta,credit_card,4
sao tomas de aquino,credit_card,4
morro do chapeu,credit_card,4
campanha,credit_card,4
capitolio,credit_card,4
itariri,credit_card,4
buenopolis,credit_card,4
indiara,credit_card,4
sapucai-mirim,credit_card,4
indianopolis,credit_card,4
cansancao,credit_card,4
buriticupu,credit_card,4
campo alegre,credit_card,4
inaja,credit_card,4
buerarema,credit_card,4
brejo da madre de deus,credit_card,4
munhoz,credit_card,4
sao miguel,credit_card,4
itapura,credit_card,4
itabela,credit_card,4
sao sepe,credit_card,4
sao tiago,credit_card,4
ipu,credit_card,4
seabra,credit_card,4
ipiabas,credit_card,4
moreno,credit_card,4
seara,credit_card,4
itambacuri,credit_card,4
sao roque do canaa,credit_card,4
senges,credit_card,4
campos sales,credit_card,4
campos de julio,credit_card,4
poco verde,credit_card,4
itaitinga,credit_card,4
candido rodrigues,credit_card,4
serafina correa,credit_card,4
itanhomi,credit_card,4
xaxim,credit_card,4
cachoeira de minas,credit_card,4
itapagipe,credit_card,4
pinhalao,credit_card,4
cachoeira,credit_card,4
itapejara d'oeste,credit_card,4
itaipava,credit_card,4
abre campo,credit_card,4
pombal,credit_card,4
itapemirim,credit_card,4
cabreuva,credit_card,4
irapua,credit_card,4
schroeder,credit_card,4
mutuipe,credit_card,4
sete barras,credit_card,4
alto boa vista,credit_card,4
acu,credit_card,4
livramento de nossa senhora,credit_card,4
vera cruz do oeste,credit_card,4
ourilandia do norte,credit_card,4
tres barras,credit_card,4
arapora,credit_card,4
macau,credit_card,4
milagres,credit_card,4
arcoverde,credit_card,4
arealva,credit_card,4
luis antonio,credit_card,4
palmares do sul,credit_card,4
ariranha,credit_card,4
tocantins,credit_card,4
aquidauana,credit_card,4
nova aurora,credit_card,4
palmeira d'oeste,credit_card,4
limoeiro,credit_card,4
ascurra,credit_card,4
timbauba,credit_card,4
vila dos cabanos,credit_card,4
panorama,credit_card,4
terra de areia,credit_card,4
avanhandava,credit_card,4
papagaios,credit_card,4
avelar,credit_card,4
arace,credit_card,4
trombudo central,credit_card,4
lagoa formosa,credit_card,4
medina,credit_card,4
matipo,credit_card,4
nova olinda,credit_card,4
varjota,credit_card,4
nova petropolis,credit_card,4
valenca do piaui,credit_card,4
martins soares,credit_card,4
nova prata do iguacu,credit_card,4
alto araguaia,credit_card,4
utinga,credit_card,4
mario campos,credit_card,4
nova santa rosa,credit_card,4
nova veneza,credit_card,4
merces,credit_card,4
uniao de minas,credit_card,4
maragogi,credit_card,4
maracas,credit_card,4
maracacume,credit_card,4
ocaucu,credit_card,4
oeiras,credit_card,4
vazante,credit_card,4
mendes pimentel,credit_card,4
mendonca,credit_card,4
turvo,credit_card,4
mandaguacu,credit_card,4
lagoa grande,credit_card,4
lagoa dourada,credit_card,4
adolfo,credit_card,4
volta grande,credit_card,4
jauru,credit_card,4
navirai,credit_card,4
bernardino de campos,credit_card,4
bicas,credit_card,4
monte alegre do sul,credit_card,4
jari,credit_card,4
boa vista da aparecida,credit_card,4
tabira,credit_card,4
japura,credit_card,4
japuiba,credit_card,4
tabatinga,credit_card,4
pedra azul,credit_card,4
tangua,credit_card,4
pedra preta,credit_card,4
jandaia do sul,credit_card,4
jaguaruana,credit_card,4
bom jardim de minas,credit_card,4
bom jesus do norte,credit_card,4
jacupiranga,credit_card,4
bom jesus do tocantins,credit_card,4
bom sucesso,credit_card,4
perdigao,credit_card,4
monte azul,credit_card,4
brauna,credit_card,4
alto jequitiba,credit_card,4
bela vista de goias,credit_card,4
balneario barra do sul,credit_card,4
jucurutu,credit_card,4
balneario pinhal,credit_card,4
balsamo,credit_card,4
paraiso,credit_card,4
ladario,credit_card,4
barbalha,credit_card,4
juruaia,credit_card,4
barra da estiva,credit_card,4
tarumirim,credit_card,4
tarabai,credit_card,4
barra do bugres,credit_card,4
sao luis de montes belos,credit_card,4
parelhas,credit_card,4
jesuitas,credit_card,4
barro,credit_card,4
jordania,credit_card,4
joaquim nabuco,credit_card,4
tapes,credit_card,4
bataguassu,credit_card,4
montalvania,credit_card,4
joanopolis,credit_card,4
bayeux,credit_card,4
agua doce do norte,credit_card,4
nazare,credit_card,4
bela cruz,credit_card,4
belo oriente,credit_card,4
cabralia paulista,credit_card,4
rio novo,credit_card,4
sao goncalo do rio abaixo,credit_card,4
sao joao batista,credit_card,4
guaraciaba do norte,credit_card,4
rio acima,credit_card,4
castelandia,credit_card,4
cuite,credit_card,4
cunha pora,credit_card,4
fundao,credit_card,4
ibicarai,credit_card,4
cassilandia,credit_card,4
sao benedito,credit_card,4
prado,credit_card,4
guaracai,credit_card,4
santa rita de caldas,credit_card,4
sao jose do egito,credit_card,4
cidade gaucha,credit_card,4
gandu,credit_card,4
santa mariana,credit_card,4
ibirarema,credit_card,4
condado,credit_card,4
guapo,credit_card,4
conceicao dos ouros,credit_card,4
espinosa,credit_card,4
delmiro gouveia,credit_card,4
guapiacu,credit_card,4
conceicao do rio verde,credit_card,4
santa lucia,credit_card,4
ribeirao claro,credit_card,4
congonhal,credit_card,4
rio azul,credit_card,4
catigua,credit_card,4
rio das flores,credit_card,4
santanesia,credit_card,4
corupa,credit_card,4
sao joao do paraiso,credit_card,4
corrente,credit_card,4
ceu azul,credit_card,4
cerro largo,credit_card,4
rio manso,credit_card,4
santana do jacare,credit_card,4
quarai,credit_card,4
formoso do araguaia,credit_card,4
forquilha,credit_card,4
santo antonio do descoberto,credit_card,4
rio preto,credit_card,4
rio bananal,credit_card,4
cristais paulista,credit_card,4
chapada gaucha,credit_card,4
rio casca,credit_card,4
guaranta,credit_card,4
humaita,credit_card,4
santana da vargem,credit_card,4
fernando prestes,credit_card,4
santo antonio do jacinto,credit_card,4
santo antonio do jardim,credit_card,4
catuipe,credit_card,4
conservatoria,credit_card,4
iacu,credit_card,4
ibotirama,credit_card,4
potiragua,credit_card,4
guarei,credit_card,4
reboucas,credit_card,4
carmopolis de minas,credit_card,4
santa fe,credit_card,4
sao cristovao,credit_card,4
colonia vitoria,credit_card,4
dumont,credit_card,4
icem,credit_card,4
glicerio,credit_card,4
sao francisco de paula,credit_card,4
gravatal,credit_card,4
sanclerlandia,credit_card,4
colombia,credit_card,4
sananduva,credit_card,4
saltinho,credit_card,4
realeza,credit_card,4
coaraci,credit_card,4
clementina,credit_card,4
dom feliciano,credit_card,4
santa cecilia,credit_card,4
sao bento,credit_card,4
conceicao do castelo,credit_card,4
santa cruz de minas,credit_card,4
sao domingos do prata,credit_card,4
elias fausto,credit_card,4
santa isabel do para,credit_card,4
carmo da cachoeira,credit_card,4
dom silverio,credit_card,4
icapui,credit_card,4
dom eliseu,credit_card,4
baturite,credit_card,3
augusto correa,credit_card,3
palmitos,credit_card,3
coracao de jesus,credit_card,3
goianesia do para,credit_card,3
tibagi,credit_card,3
lavras do sul,credit_card,3
conceicao da aparecida,credit_card,3
arrozal,credit_card,3
coremas,credit_card,3
batalha,credit_card,3
gouveia,credit_card,3
santo antonio do amparo,credit_card,3
tiradentes,credit_card,3
renascenca,credit_card,3
luminarias,credit_card,3
bela vista do paraiso,credit_card,3
rio do oeste,credit_card,3
luiziania,credit_card,3
pains,credit_card,3
toropi,credit_card,3
rio do campo,credit_card,3
palma,credit_card,3
reriutaba,credit_card,3
palma sola,credit_card,3
tanhacu,credit_card,3
coronel joao sa,credit_card,3
areiopolis,credit_card,3
formosa do rio preto,credit_card,3
lontras,credit_card,3
aripuana,credit_card,3
lobato,credit_card,3
formoso,credit_card,3
lavinia,credit_card,3
beberibe,credit_card,3
terra roxa,credit_card,3
capivari de baixo,credit_card,3
barros cassal,credit_card,3
lago da pedra,credit_card,3
riacho dos machados,credit_card,3
corumbaiba,credit_card,3
tenente portela,credit_card,3
barra do tarrachil,credit_card,3
conceicao das alagoas,credit_card,3
concordia do para,credit_card,3
rianapolis,credit_card,3
paraiso do norte,credit_card,3
conceicao do tocantins,credit_card,3
bandeira,credit_card,3
balneario rincao,credit_card,3
ribeira,credit_card,3
barra do choca,credit_card,3
garrafao do norte,credit_card,3
paramirim,credit_card,3
juti,credit_card,3
paranaita,credit_card,3
barbosa ferraz,credit_card,3
ribeirao,credit_card,3
conceicao do para,credit_card,3
parai,credit_card,3
parauna,credit_card,3
joao ramalho,credit_card,3
riacho de santana,credit_card,3
aurora,credit_card,3
pantano grande,credit_card,3
goianapolis,credit_card,3
joaquim tavora,credit_card,3
barreirinhas,credit_card,3
lajinha,credit_card,3
terra boa,credit_card,3
azurita,credit_card,3
fronteiras,credit_card,3
barras,credit_card,3
gameleira,credit_card,3
lagoinha,credit_card,3
rinopolis,credit_card,3
juatuba,credit_card,3
barracao,credit_card,3
teofilandia,credit_card,3
condor,credit_card,3
barra do turvo,credit_card,3
balneario arroio do silva,credit_card,3
paracuru,credit_card,3
conceicao da barra,credit_card,3
sao luis do paraitinga,credit_card,3
pacatuba,credit_card,3
florida paulista,credit_card,3
alcobaca,credit_card,3
nova alvorada do sul,credit_card,3
dionisio cerqueira,credit_card,3
miracatu,credit_card,3
mineiros do tiete,credit_card,3
minas novas,credit_card,3
alfredo vasconcelos,credit_card,3
entre-ijuis,credit_card,3
vera,credit_card,3
miguel calmon,credit_card,3
nova cruz,credit_card,3
salgado filho,credit_card,3
diamante do norte,credit_card,3
ventania,credit_card,3
medeiros neto,credit_card,3
maurilandia,credit_card,3
varre-sai,credit_card,3
descoberto,credit_card,3
matupa,credit_card,3
deputado irapuan pinheiro,credit_card,3
nova hartz,credit_card,3
vargem bonita,credit_card,3
santa maria de itabira,credit_card,3
alto parnaiba,credit_card,3
alto rio doce,credit_card,3
vargem alta,credit_card,3
nova mutum,credit_card,3
alto santo,credit_card,3
valentim gentil,credit_card,3
saloa,credit_card,3
mirante do paranapanema,credit_card,3
vigia,credit_card,3
monte carlo,credit_card,3
ze doca,credit_card,3
morungaba,credit_card,3
morro reuter,credit_card,3
abatia,credit_card,3
sanharo,credit_card,3
sangao,credit_card,3
santa cruz da conceicao,credit_card,3
morretes,credit_card,3
muqui,credit_card,3
durande,credit_card,3
monte verde,credit_card,3
edeia,credit_card,3
eldorado,credit_card,3
nao-me-toque,credit_card,3
aiuruoca,credit_card,3
monte belo,credit_card,3
eliseu martins,credit_card,3
salto do jacui,credit_card,3
vitorino freire,credit_card,3
agua branca,credit_card,3
salto do ceu,credit_card,3
monsenhor tabosa,credit_card,3
nazario,credit_card,3
santa fe de goias,credit_card,3
visconde de maua,credit_card,3
neves paulista,credit_card,3
moju,credit_card,3
aguas belas,credit_card,3
nova olinda do maranhao,credit_card,3
roseira,credit_card,3
santa rita d'oeste,credit_card,3
jequia da praia,credit_card,3
orizona,credit_card,3
tupancireta,credit_card,3
mamanguape,credit_card,3
santana do acarau,credit_card,3
major vieira,credit_card,3
figueira,credit_card,3
rio piracicaba,credit_card,3
rio pardo de minas,credit_card,3
maioba,credit_card,3
tucuma,credit_card,3
santana do araguaia,credit_card,3
crisopolis,credit_card,3
madre de deus de minas,credit_card,3
otacilio costa,credit_card,3
antonio prado,credit_card,3
santana do manhuacu,credit_card,3
tres fronteiras,credit_card,3
arandu,credit_card,3
rio maria,credit_card,3
macedonia,credit_card,3
florestopolis,credit_card,3
ouro preto do oeste,credit_card,3
coruripe,credit_card,3
araputanga,credit_card,3
travessao,credit_card,3
macaiba,credit_card,3
trancoso,credit_card,3
luzilandia,credit_card,3
orindiuva,credit_card,3
oriente,credit_card,3
alvorada do norte,credit_card,3
marco,credit_card,3
estreito,credit_card,3
roque gonzales,credit_card,3
maristela,credit_card,3
maripa,credit_card,3
estrela do norte,credit_card,3
santa rita do araguaia,credit_card,3
ronda alta,credit_card,3
eugenopolis,credit_card,3
curaca,credit_card,3
amelia rodrigues,credit_card,3
santa terezinha de itaipu,credit_card,3
maria da fe,credit_card,3
urania,credit_card,3
maravilhas,credit_card,3
manga,credit_card,3
cruzeiro do sul,credit_card,3
fatima do sul,credit_card,3
cruzalia,credit_card,3
novo sao joaquim,credit_card,3
cruz machado,credit_card,3
uibai,credit_card,3
nuporanga,credit_card,3
ritapolis,credit_card,3
mantenopolis,credit_card,3
ubaitaba,credit_card,3
anta,credit_card,3
olindina,credit_card,3
uaua,credit_card,3
taiuva,credit_card,3
santa barbara d oeste,credit_card,3
remanso,credit_card,3
ipiranga,credit_card,3
sao joao do manteninha,credit_card,3
itarantim,credit_card,3
pien,credit_card,3
sao sebastiao da grama,credit_card,3
quinta do sol,credit_card,3
quilombo,credit_card,3
sao joao do piaui,credit_card,3
serranopolis,credit_card,3
sao sebastiao do alto,credit_card,3
itapitanga,credit_card,3
canapolis,credit_card,3
itapissuma,credit_card,3
camutanga,credit_card,3
campos gerais,credit_card,3
caarapo,credit_card,3
cabeceira grande,credit_card,3
guaruja do sul,credit_card,3
cerro azul,credit_card,3
quatro bocas,credit_card,3
cabrobo,credit_card,3
ipiacu,credit_card,3
quintana,credit_card,3
itaperucu,credit_card,3
carmo de minas,credit_card,3
sirinhaem,credit_card,3
sao joao batista do gloria,credit_card,3
candido sales,credit_card,3
sao raimundo nonato,credit_card,3
quixabeira,credit_card,3
iepe,credit_card,3
guaranta do norte,credit_card,3
silveiras,credit_card,3
itiuba,credit_card,3
itirucu,credit_card,3
porto xavier,credit_card,3
silva jardim,credit_card,3
sideropolis,credit_card,3
sao jose do turvo,credit_card,3
candido de abreu,credit_card,3
itauba,credit_card,3
itau de minas,credit_card,3
severinia,credit_card,3
itatinga,credit_card,3
itatim,credit_card,3
campos belos,credit_card,3
ipora do oeste,credit_card,3
carlos chagas,credit_card,3
sao jose de uba,credit_card,3
carneirinho,credit_card,3
itaju,credit_card,3
iraquara,credit_card,3
pote,credit_card,3
iaciara,credit_card,3
sao jose de mipibu,credit_card,3
iati,credit_card,3
presidente tancredo neves,credit_card,3
catas altas,credit_card,3
saudade do iguacu,credit_card,3
campo do meio,credit_card,3
presidente medici,credit_card,3
carrancas,credit_card,3
sao valentim,credit_card,3
camapua,credit_card,3
pouso alto,credit_card,3
campestre,credit_card,3
pouso redondo,credit_card,3
castanheira,credit_card,3
piranhas,credit_card,3
itajuipe,credit_card,3
irani,credit_card,3
quatigua,credit_card,3
cedro de sao joao,credit_card,3
ipua,credit_card,3
serra dos aimores,credit_card,3
serra do ramalho,credit_card,3
centenario do sul,credit_card,3
cachoeira alta,credit_card,3
ipubi,credit_card,3
prudente de morais,credit_card,3
campos altos,credit_card,3
itapaci,credit_card,3
itaoca,credit_card,3
sao sebastiao do passe,credit_card,3
ipueiras,credit_card,3
hidreletrica tucurui,credit_card,3
seringueiras,credit_card,3
propria,credit_card,3
sao sebastiao do maranhao,credit_card,3
sao jose da bela vista,credit_card,3
pitanga,credit_card,3
caiaponia,credit_card,3
piritiba,credit_card,3
sao pedro dos ferros,credit_card,3
itacarambi,credit_card,3
pedreiras,credit_card,3
sud mennucci,credit_card,3
carapebus,credit_card,3
sume,credit_card,3
cidreira,credit_card,3
boa viagem,credit_card,3
pedro canario,credit_card,3
indiana,credit_card,3
jaguari,credit_card,3
bituruna,credit_card,3
sao miguel do tapuio,credit_card,3
carambei,credit_card,3
igarata,credit_card,3
guapiara,credit_card,3
ponte serrada,credit_card,3
bom jesus do galho,credit_card,3
pedro osorio,credit_card,3
ilhota,credit_card,3
paulistana,credit_card,3
pedro afonso,credit_card,3
jacunda,credit_card,3
pedra bela,credit_card,3
imigrante,credit_card,3
paulo de faria,credit_card,3
peabiru,credit_card,3
guabiruba,credit_card,3
guadalupe,credit_card,3
inacio martins,credit_card,3
sao geraldo,credit_card,3
sao goncalo do para,credit_card,3
jaiba,credit_card,3
jardim,credit_card,3
pedralva,credit_card,3
inaciolandia,credit_card,3
bofete,credit_card,3
cardoso,credit_card,3
regeneracao,credit_card,3
capao do leao,credit_card,3
reginopolis,credit_card,3
carajas,credit_card,3
carbonita,credit_card,3
pereiro,credit_card,3
governador portela,credit_card,3
jatoba,credit_card,3
inhapim,credit_card,3
guaraciaba,credit_card,3
soledade de minas,credit_card,3
quixeramobim,credit_card,3
tailandia,credit_card,3
canelinha,credit_card,3
ivate,credit_card,3
borda da mata,credit_card,3
sao ludgero,credit_card,3
bonfim,credit_card,3
jacaraci,credit_card,3
guaraci,credit_card,3
patu,credit_card,3
bom repouso,credit_card,3
periquito,credit_card,3
pongai,credit_card,3
carius,credit_card,3
jeceaba,credit_card,3
capitao poco,credit_card,3
sooretama,credit_card,3
carire,credit_card,3
chui,credit_card,3
pirpirituba,credit_card,2
prados,credit_card,2
sao jose do cerrito,credit_card,2
muquem do sao francisco,credit_card,2
sao jose do ouro,credit_card,2
santa maria da boa vista,credit_card,2
nova fatima,credit_card,2
posto da mata,credit_card,2
muniz freire,credit_card,2
urutai,credit_card,2
potengi,credit_card,2
nova itaberaba,credit_card,2
piripa,credit_card,2
portalegre,credit_card,2
santa maria do suacui,credit_card,2
sao martinho,credit_card,2
nova olimpia,credit_card,2
varzea alegre,credit_card,2
pirauba,credit_card,2
vargem alegre,credit_card,2
santa monica,credit_card,2
pirenopolis,credit_card,2
pontalina,credit_card,2
sao jose do hortencio,credit_card,2
zacarias,credit_card,2
nova mamore,credit_card,2
sao miguel do araguaia,credit_card,2
vale real,credit_card,2
munhoz de melo,credit_card,2
sao vicente ferrer,credit_card,2
sao jose do divino,credit_card,2
sao tome,credit_card,2
rosana,credit_card,2
porangaba,credit_card,2
sapopema,credit_card,2
vista alegre do alto,credit_card,2
xapuri,credit_card,2
sao pedro do ivai,credit_card,2
narandiba,credit_card,2
vianopolis,credit_card,2
nova bandeirantes,credit_card,2
vicencia,credit_card,2
salto veloso,credit_card,2
nova alvorada,credit_card,2
vitoria do mearim,credit_card,2
presidente alves,credit_card,2
santa helena de minas,credit_card,2
santa cruz de monte castelo,credit_card,2
nossa senhora do remedio,credit_card,2
vila langaro,credit_card,2
santa isabel do ivai,credit_card,2
nossa senhora do o,credit_card,2
nossa senhora de caravaggio,credit_card,2
vila nelita,credit_card,2
vila nova,credit_card,2
santa cruz do prata,credit_card,2
santa ernestina,credit_card,2
vila rica,credit_card,2
virgem da lapa,credit_card,2
virgolandia,credit_card,2
poloni,credit_card,2
sao pedro do turvo,credit_card,2
nova bassano,credit_card,2
sao jose dos quatro marcos,credit_card,2
nova esperanca do sul,credit_card,2
wenceslau guimaraes,credit_card,2
motuca,credit_card,2
santa margarida,credit_card,2
xambre,credit_card,2
varzelandia,credit_card,2
sao miguel do guapore,credit_card,2
santa izabel do oeste,credit_card,2
sales oliveira,credit_card,2
werneck,credit_card,2
nazareno,credit_card,2
venturosa,credit_card,2
piumhi,credit_card,2
wenceslau braz,credit_card,2
nova brasilandia d'oeste,credit_card,2
sao jose do rio claro,credit_card,2
sao miguel dos campos,credit_card,2
nova cantu,credit_card,2
nova canaa paulista,credit_card,2
sao paulo do potengi,credit_card,2
vere,credit_card,2
nova canaa do norte,credit_card,2
vereda,credit_card,2
porto amazonas,credit_card,2
planura,credit_card,2
nova canaa,credit_card,2
pocinhos,credit_card,2
tuparetama,credit_card,2
uruoca,credit_card,2
perpetuo socorro,credit_card,2
panelas,credit_card,2
santo antonio do pinhal,credit_card,2
sitio novo,credit_card,2
santo antonio do sudoeste,credit_card,2
sitio novo do tocantins,credit_card,2
pentecoste,credit_card,2
solonopole,credit_card,2
teolandia,credit_card,2
sonora,credit_card,2
ribeiraozinho,credit_card,2
pendencias,credit_card,2
ribeirao do sul,credit_card,2
penaforte,credit_card,2
pejucara,credit_card,2
peixoto de azevedo,credit_card,2
terra nova do norte,credit_card,2
sitio do quinto,credit_card,2
tocos,credit_card,2
sinimbu,credit_card,2
santo antonio das missoes,credit_card,2
tobias barreto,credit_card,2
tiros,credit_card,2
rio de contas,credit_card,2
sao joao do ivai,credit_card,2
piau,credit_card,2
timbe do sul,credit_card,2
piacabucu,credit_card,2
palmeiras de goias,credit_card,2
palmeirinha,credit_card,2
santo antonio do grama,credit_card,2
santo antonio do itambe,credit_card,2
silvianopolis,credit_card,2
sao joao de iracema,credit_card,2
simolandia,credit_card,2
quixere,credit_card,2
pedro ii,credit_card,2
sucupira do norte,credit_card,2
tejupa,credit_card,2
tapiramuta,credit_card,2
tapirai,credit_card,2
restinga seca,credit_card,2
tacaratu,credit_card,2
pauliceia,credit_card,2
sao francisco de assis,credit_card,2
tanque novo,credit_card,2
taciba,credit_card,2
passira,credit_card,2
reserva do cabacal,credit_card,2
reserva,credit_card,2
resende costa,credit_card,2
sao felipe,credit_card,2
tanque d'arca,credit_card,2
passos maia,credit_card,2
riachao das neves,credit_card,2
riacho das almas,credit_card,2
tabocas do brejo velho,credit_card,2
pedrinopolis,credit_card,2
teixeira soares,credit_card,2
ribeirao do pinhal,credit_card,2
paranaiguara,credit_card,2
paranapua,credit_card,2
sao goncalo do rio preto,credit_card,2
paranatinga,credit_card,2
taquarivai,credit_card,2
sao francisco do conde,credit_card,2
pedras de fogo,credit_card,2
rancho alegre,credit_card,2
tabapora,credit_card,2
pedra,credit_card,2
paulo lopes,credit_card,2
paulo jacinto,credit_card,2
piedade do rio grande,credit_card,2
tomar do geru,credit_card,2
nova soure,credit_card,2
uchoa,credit_card,2
ubaporanga,credit_card,2
riqueza,credit_card,2
santaluz,credit_card,2
riolandia,credit_card,2
ubajara,credit_card,2
sao jose da vitoria,credit_card,2
senador amaral,credit_card,2
rio tinto,credit_card,2
senador modestino goncalves,credit_card,2
